year,hrs1,degree
1972,.i:  Inapplicable,Bachelor's
1972,.i:  Inapplicable,Less than high school
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,Bachelor's
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,Bachelor's
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,Less than high school
1972,.i:  Inapplicable,Less than high school
1972,.i:  Inapplicable,Less than high school
1972,.i:  Inapplicable,Less than high school
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,Less than high school
1972,.i:  Inapplicable,Bachelor's
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,Bachelor's
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,Less than high school
1972,.i:  Inapplicable,Less than high school
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,Less than high school
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,Less than high school
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,Less than high school
1972,.i:  Inapplicable,Bachelor's
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,Less than high school
1972,.i:  Inapplicable,Less than high school
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,High school
1972,.i:  Inapplicable,High school
1973,40,Less than high school
1973,.i:  Inapplicable,High school
1973,40,High school
1973,.i:  Inapplicable,Less than high school
1973,40,Less than high school
1973,.i:  Inapplicable,Less than high school
1973,.i:  Inapplicable,Less than high school
1973,.i:  Inapplicable,Less than high school
1973,40,Less than high school
1973,40,Less than high school
1973,.i:  Inapplicable,Less than high school
1973,19,Bachelor's
1973,.i:  Inapplicable,High school
1973,.i:  Inapplicable,High school
1973,35,Bachelor's
1973,.i:  Inapplicable,Bachelor's
1973,40,Associate/junior college
1973,40,Less than high school
1973,40,Less than high school
1973,.i:  Inapplicable,High school
1973,38,Less than high school
1973,40,Less than high school
1973,.i:  Inapplicable,Less than high school
1973,.i:  Inapplicable,High school
1973,.i:  Inapplicable,High school
1973,40,High school
1973,8,High school
1973,.i:  Inapplicable,High school
1973,14,Less than high school
1973,.i:  Inapplicable,Less than high school
1973,.i:  Inapplicable,Less than high school
1973,40,High school
1973,40,Less than high school
1973,.i:  Inapplicable,Less than high school
1973,.i:  Inapplicable,Less than high school
1973,.i:  Inapplicable,Less than high school
1973,40,High school
1973,.i:  Inapplicable,Less than high school
1973,.i:  Inapplicable,Bachelor's
1973,40,Less than high school
1973,4,High school
1973,.i:  Inapplicable,Less than high school
1973,40,High school
1973,.i:  Inapplicable,Less than high school
1973,31,High school
1973,.i:  Inapplicable,High school
1973,40,Less than high school
1973,.i:  Inapplicable,High school
1973,42,High school
1973,.i:  Inapplicable,High school
1973,.i:  Inapplicable,Bachelor's
1973,.i:  Inapplicable,High school
1973,20,High school
1973,.i:  Inapplicable,Bachelor's
1973,40,Bachelor's
1973,34,High school
1973,.i:  Inapplicable,Less than high school
1973,.i:  Inapplicable,High school
1973,15,High school
1973,.i:  Inapplicable,High school
1974,37,Bachelor's
1974,.i:  Inapplicable,Less than high school
1974,40,High school
1974,.i:  Inapplicable,High school
1974,.i:  Inapplicable,High school
1974,37,High school
1974,.i:  Inapplicable,High school
1974,60,High school
1974,.i:  Inapplicable,High school
1974,.i:  Inapplicable,Less than high school
1974,40,High school
1974,35,High school
1974,50,Less than high school
1974,.i:  Inapplicable,High school
1974,.i:  Inapplicable,Bachelor's
1974,28,High school
1974,50,Bachelor's
1974,50,Bachelor's
1974,.i:  Inapplicable,Bachelor's
1974,.i:  Inapplicable,High school
1974,16,Bachelor's
1974,.i:  Inapplicable,Less than high school
1974,40,Less than high school
1974,.i:  Inapplicable,Less than high school
1974,.i:  Inapplicable,High school
1974,40,High school
1974,40,Less than high school
1974,.i:  Inapplicable,Less than high school
1974,.i:  Inapplicable,High school
1974,20,High school
1975,20,High school
1975,40,Less than high school
1975,50,High school
1975,24,High school
1975,.i:  Inapplicable,High school
1975,.i:  Inapplicable,High school
1975,44,Associate/junior college
1975,.i:  Inapplicable,High school
1975,40,Bachelor's
1975,40,High school
1975,45,Less than high school
1975,8,High school
1975,.i:  Inapplicable,High school
1975,40,High school
1975,47,High school
1975,40,High school
1975,.i:  Inapplicable,Less than high school
1975,.i:  Inapplicable,High school
1975,.i:  Inapplicable,High school
1975,.i:  Inapplicable,Less than high school
1975,50,Less than high school
1975,.i:  Inapplicable,High school
1975,.i:  Inapplicable,High school
1975,.i:  Inapplicable,Less than high school
1975,26,High school
1975,16,High school
1975,21,Less than high school
1975,.i:  Inapplicable,High school
1975,40,High school
1975,40,Graduate
1975,40,High school
1975,21,Graduate
1975,.i:  Inapplicable,High school
1975,32,Less than high school
1975,20,Less than high school
1975,.i:  Inapplicable,Less than high school
1975,50,High school
1975,8,High school
1975,68,High school
1975,60,Bachelor's
1975,.i:  Inapplicable,High school
1975,16,High school
1975,.i:  Inapplicable,High school
1975,.i:  Inapplicable,Graduate
1975,.i:  Inapplicable,Less than high school
1975,40,Less than high school
1975,35,Bachelor's
1975,.i:  Inapplicable,High school
1975,.i:  Inapplicable,Less than high school
1975,.i:  Inapplicable,Less than high school
1975,.i:  Inapplicable,Less than high school
1975,.i:  Inapplicable,High school
1975,.i:  Inapplicable,High school
1975,.i:  Inapplicable,High school
1975,16,High school
1975,.i:  Inapplicable,Bachelor's
1975,40,High school
1975,.i:  Inapplicable,High school
1975,.i:  Inapplicable,High school
1975,25,High school
1976,.i:  Inapplicable,High school
1976,56,High school
1976,.i:  Inapplicable,High school
1976,.i:  Inapplicable,High school
1976,40,Less than high school
1976,32,High school
1976,50,High school
1976,40,Less than high school
1976,.i:  Inapplicable,High school
1976,40,High school
1976,40,Graduate
1976,40,Less than high school
1976,.i:  Inapplicable,Less than high school
1976,.i:  Inapplicable,High school
1976,.i:  Inapplicable,High school
1976,50,Bachelor's
1976,49,High school
1976,.i:  Inapplicable,High school
1976,.i:  Inapplicable,Less than high school
1976,40,High school
1976,60,Bachelor's
1976,60,High school
1976,.i:  Inapplicable,Less than high school
1976,.i:  Inapplicable,High school
1976,40,Bachelor's
1976,.i:  Inapplicable,Less than high school
1976,40,Bachelor's
1976,.i:  Inapplicable,High school
1976,.i:  Inapplicable,High school
1976,50,Less than high school
1977,.i:  Inapplicable,High school
1977,48,High school
1977,40,High school
1977,60,High school
1977,40,High school
1977,40,High school
1977,31,Less than high school
1977,.i:  Inapplicable,Less than high school
1977,38,Less than high school
1977,45,High school
1977,40,Less than high school
1977,.i:  Inapplicable,High school
1977,40,High school
1977,.i:  Inapplicable,Less than high school
1977,40,High school
1977,.i:  Inapplicable,High school
1977,46,High school
1977,.i:  Inapplicable,High school
1977,40,High school
1977,.i:  Inapplicable,High school
1977,35,High school
1977,40,High school
1977,80,Bachelor's
1977,48,High school
1977,40,High school
1977,.i:  Inapplicable,High school
1977,.i:  Inapplicable,High school
1977,60,High school
1977,40,High school
1977,48,High school
1977,45,High school
1977,40,Associate/junior college
1977,.i:  Inapplicable,Less than high school
1977,.i:  Inapplicable,Less than high school
1977,20,High school
1977,.i:  Inapplicable,Less than high school
1977,.i:  Inapplicable,Less than high school
1977,45,High school
1977,.i:  Inapplicable,Less than high school
1977,.i:  Inapplicable,Less than high school
1977,.i:  Inapplicable,High school
1977,40,Less than high school
1977,.i:  Inapplicable,Less than high school
1977,.i:  Inapplicable,Less than high school
1977,40,High school
1977,.i:  Inapplicable,Less than high school
1977,40,High school
1977,.i:  Inapplicable,Less than high school
1977,40,Less than high school
1977,40,High school
1977,.i:  Inapplicable,Less than high school
1977,.i:  Inapplicable,Less than high school
1977,.i:  Inapplicable,High school
1977,40,Bachelor's
1977,.i:  Inapplicable,High school
1977,.i:  Inapplicable,Less than high school
1977,40,Bachelor's
1977,.i:  Inapplicable,High school
1977,40,Bachelor's
1977,45,Less than high school
1978,40,High school
1978,15,High school
1978,.i:  Inapplicable,High school
1978,.i:  Inapplicable,High school
1978,.i:  Inapplicable,Less than high school
1978,40,Bachelor's
1978,.i:  Inapplicable,Less than high school
1978,45,Less than high school
1978,65,Bachelor's
1978,55,Bachelor's
1978,35,Bachelor's
1978,40,Bachelor's
1978,50,High school
1978,40,High school
1978,.i:  Inapplicable,Bachelor's
1978,40,High school
1978,.i:  Inapplicable,High school
1978,13,High school
1978,8,High school
1978,40,Less than high school
1978,80,High school
1978,.i:  Inapplicable,High school
1978,48,High school
1978,.i:  Inapplicable,Bachelor's
1978,65,High school
1978,.i:  Inapplicable,High school
1978,.i:  Inapplicable,High school
1978,.i:  Inapplicable,High school
1978,56,Less than high school
1978,38,Bachelor's
1980,50,Bachelor's
1980,48,Bachelor's
1980,45,Bachelor's
1980,.i:  Inapplicable,Less than high school
1980,.i:  Inapplicable,Less than high school
1980,45,High school
1980,40,High school
1980,66,Less than high school
1980,74,High school
1980,45,High school
1980,32,Less than high school
1980,42,High school
1980,.i:  Inapplicable,Less than high school
1980,.i:  Inapplicable,Bachelor's
1980,42,High school
1980,.i:  Inapplicable,Less than high school
1980,.i:  Inapplicable,Less than high school
1980,40,Less than high school
1980,.i:  Inapplicable,High school
1980,.i:  Inapplicable,High school
1980,40,High school
1980,.i:  Inapplicable,Less than high school
1980,42,High school
1980,.i:  Inapplicable,Less than high school
1980,32,High school
1980,.i:  Inapplicable,Bachelor's
1980,69,High school
1980,38,High school
1980,40,High school
1980,.i:  Inapplicable,High school
1980,40,High school
1980,15,Bachelor's
1980,30,High school
1980,40,High school
1980,.i:  Inapplicable,Graduate
1980,44,Less than high school
1980,50,High school
1980,.i:  Inapplicable,High school
1980,.i:  Inapplicable,Less than high school
1980,60,High school
1980,60,High school
1980,40,High school
1980,52,Less than high school
1980,45,High school
1980,60,Associate/junior college
1980,.i:  Inapplicable,Less than high school
1980,50,High school
1980,.i:  Inapplicable,Less than high school
1980,40,High school
1980,50,High school
1980,50,High school
1980,36,Less than high school
1980,.i:  Inapplicable,High school
1980,.i:  Inapplicable,High school
1980,40,High school
1980,48,High school
1980,40,High school
1980,76,High school
1980,.i:  Inapplicable,High school
1980,40,Less than high school
1982,.i:  Inapplicable,Less than high school
1982,33,Bachelor's
1982,.i:  Inapplicable,High school
1982,.i:  Inapplicable,High school
1982,65,Associate/junior college
1982,58,High school
1982,44,Less than high school
1982,.i:  Inapplicable,Less than high school
1982,40,High school
1982,89+ hrs,Less than high school
1982,40,High school
1982,12,Less than high school
1982,.i:  Inapplicable,High school
1982,40,High school
1982,35,High school
1982,25,Bachelor's
1982,.i:  Inapplicable,Less than high school
1982,16,Less than high school
1982,.i:  Inapplicable,High school
1982,40,High school
1982,.i:  Inapplicable,High school
1982,45,Bachelor's
1982,.i:  Inapplicable,High school
1982,.i:  Inapplicable,Graduate
1982,.i:  Inapplicable,High school
1982,40,Less than high school
1982,.i:  Inapplicable,Less than high school
1982,40,High school
1982,38,Less than high school
1982,.i:  Inapplicable,Associate/junior college
1983,37,Graduate
1983,.i:  Inapplicable,High school
1983,.i:  Inapplicable,Bachelor's
1983,50,High school
1983,40,Bachelor's
1983,.i:  Inapplicable,Bachelor's
1983,.i:  Inapplicable,High school
1983,35,Bachelor's
1983,.i:  Inapplicable,High school
1983,.i:  Inapplicable,High school
1983,.i:  Inapplicable,High school
1983,35,Bachelor's
1983,40,High school
1983,.i:  Inapplicable,High school
1983,.i:  Inapplicable,High school
1983,40,Less than high school
1983,.i:  Inapplicable,Less than high school
1983,.i:  Inapplicable,Less than high school
1983,49,High school
1983,.i:  Inapplicable,Less than high school
1983,4,High school
1983,.i:  Inapplicable,Associate/junior college
1983,.i:  Inapplicable,Less than high school
1983,.i:  Inapplicable,Less than high school
1983,39,Graduate
1983,40,High school
1983,.i:  Inapplicable,High school
1983,.i:  Inapplicable,Less than high school
1983,.i:  Inapplicable,Less than high school
1983,.i:  Inapplicable,High school
1983,50,High school
1983,40,High school
1983,.i:  Inapplicable,High school
1983,50,High school
1983,60,Bachelor's
1983,38,High school
1983,50,Bachelor's
1983,55,High school
1983,32,Less than high school
1983,8,Less than high school
1983,40,Associate/junior college
1983,.i:  Inapplicable,Bachelor's
1983,40,High school
1983,.i:  Inapplicable,High school
1983,44,High school
1983,.i:  Inapplicable,High school
1983,.i:  Inapplicable,High school
1983,40,Associate/junior college
1983,40,Associate/junior college
1983,.i:  Inapplicable,Less than high school
1983,.i:  Inapplicable,Less than high school
1983,30,Less than high school
1983,.i:  Inapplicable,Less than high school
1983,.i:  Inapplicable,High school
1983,24,Less than high school
1983,20,High school
1983,65,Bachelor's
1983,58,Bachelor's
1983,60,Bachelor's
1983,.i:  Inapplicable,Less than high school
1984,65,Bachelor's
1984,.i:  Inapplicable,Bachelor's
1984,45,Graduate
1984,.i:  Inapplicable,Less than high school
1984,40,High school
1984,40,High school
1984,.i:  Inapplicable,Less than high school
1984,60,High school
1984,39,Less than high school
1984,25,High school
1984,25,High school
1984,40,High school
1984,40,Graduate
1984,40,High school
1984,.i:  Inapplicable,Less than high school
1984,.i:  Inapplicable,High school
1984,16,Less than high school
1984,.i:  Inapplicable,Less than high school
1984,.i:  Inapplicable,High school
1984,35,High school
1984,.i:  Inapplicable,High school
1984,.i:  Inapplicable,High school
1984,.i:  Inapplicable,Less than high school
1984,25,Less than high school
1984,40,Less than high school
1984,.i:  Inapplicable,High school
1984,35,High school
1984,32,High school
1984,40,High school
1984,40,High school
1984,.i:  Inapplicable,Less than high school
1984,.i:  Inapplicable,High school
1984,40,Less than high school
1984,20,Less than high school
1984,40,Less than high school
1984,.i:  Inapplicable,High school
1984,.i:  Inapplicable,High school
1984,50,High school
1984,40,High school
1984,.i:  Inapplicable,High school
1984,60,Bachelor's
1984,50,High school
1984,25,High school
1984,40,High school
1984,.i:  Inapplicable,High school
1984,60,Graduate
1984,55,Bachelor's
1984,.i:  Inapplicable,Less than high school
1984,60,Less than high school
1984,38,High school
1984,25,High school
1984,24,High school
1984,.i:  Inapplicable,Graduate
1984,40,High school
1984,32,High school
1984,.i:  Inapplicable,High school
1984,40,High school
1984,48,Less than high school
1984,20,Less than high school
1984,35,Graduate
1985,.i:  Inapplicable,Less than high school
1985,.i:  Inapplicable,Less than high school
1985,.i:  Inapplicable,Less than high school
1985,47,Associate/junior college
1985,.i:  Inapplicable,Less than high school
1985,35,High school
1985,80,High school
1985,36,Less than high school
1985,.i:  Inapplicable,Less than high school
1985,.i:  Inapplicable,Less than high school
1985,40,High school
1985,53,High school
1985,16,High school
1985,31,Less than high school
1985,27,High school
1985,8,High school
1985,45,High school
1985,40,High school
1985,40,High school
1985,.i:  Inapplicable,Less than high school
1985,15,High school
1985,83,High school
1985,.i:  Inapplicable,Less than high school
1985,.i:  Inapplicable,High school
1985,.i:  Inapplicable,Less than high school
1985,40,Bachelor's
1985,40,High school
1985,44,High school
1985,40,High school
1985,40,High school
1986,42,High school
1986,51,Associate/junior college
1986,.i:  Inapplicable,Less than high school
1986,.i:  Inapplicable,Less than high school
1986,10,High school
1986,12,High school
1986,40,High school
1986,.i:  Inapplicable,High school
1986,.i:  Inapplicable,Less than high school
1986,40,High school
1986,40,Less than high school
1986,21,Bachelor's
1986,.i:  Inapplicable,High school
1986,28,High school
1986,41,Bachelor's
1986,63,Graduate
1986,40,High school
1986,32,Bachelor's
1986,40,Associate/junior college
1986,89+ hrs,High school
1986,.i:  Inapplicable,Less than high school
1986,55,Associate/junior college
1986,40,Less than high school
1986,35,Graduate
1986,40,Less than high school
1986,.i:  Inapplicable,Less than high school
1986,80,Graduate
1986,.i:  Inapplicable,Less than high school
1986,.i:  Inapplicable,Less than high school
1986,.i:  Inapplicable,High school
1986,.i:  Inapplicable,Less than high school
1986,.i:  Inapplicable,Less than high school
1986,50,High school
1986,30,High school
1986,35,High school
1986,.i:  Inapplicable,High school
1986,.i:  Inapplicable,High school
1986,.i:  Inapplicable,High school
1986,70,Associate/junior college
1986,.i:  Inapplicable,Graduate
1986,30,High school
1986,.i:  Inapplicable,High school
1986,.i:  Inapplicable,Less than high school
1986,.i:  Inapplicable,High school
1986,.i:  Inapplicable,High school
1986,.i:  Inapplicable,Less than high school
1986,.i:  Inapplicable,Associate/junior college
1986,.i:  Inapplicable,Bachelor's
1986,.i:  Inapplicable,Less than high school
1986,40,High school
1986,50,High school
1986,50,Less than high school
1986,69,High school
1986,50,High school
1986,40,Less than high school
1986,.i:  Inapplicable,Less than high school
1986,.i:  Inapplicable,Less than high school
1986,55,Less than high school
1986,.i:  Inapplicable,High school
1986,30,High school
1987,46,High school
1987,50,Bachelor's
1987,48,High school
1987,48,High school
1987,20,High school
1987,40,Graduate
1987,24,Bachelor's
1987,65,High school
1987,40,High school
1987,40,Bachelor's
1987,40,Bachelor's
1987,24,Bachelor's
1987,40,Bachelor's
1987,.i:  Inapplicable,High school
1987,.i:  Inapplicable,High school
1987,30,Bachelor's
1987,.i:  Inapplicable,Bachelor's
1987,.i:  Inapplicable,High school
1987,.i:  Inapplicable,High school
1987,.i:  Inapplicable,High school
1987,.i:  Inapplicable,Less than high school
1987,40,Less than high school
1987,.i:  Inapplicable,High school
1987,.i:  Inapplicable,Less than high school
1987,45,High school
1987,50,Graduate
1987,.i:  Inapplicable,High school
1987,.i:  Inapplicable,High school
1987,10,High school
1987,.i:  Inapplicable,Associate/junior college
1988,.i:  Inapplicable,High school
1988,20,Bachelor's
1988,.i:  Inapplicable,High school
1988,45,Bachelor's
1988,.i:  Inapplicable,High school
1988,.i:  Inapplicable,High school
1988,.i:  Inapplicable,Bachelor's
1988,50,Graduate
1988,6,High school
1988,40,Bachelor's
1988,13,Less than high school
1988,.i:  Inapplicable,High school
1988,.n:  No answer,High school
1988,48,Associate/junior college
1988,.i:  Inapplicable,High school
1988,.i:  Inapplicable,Less than high school
1988,40,High school
1988,24,High school
1988,40,High school
1988,40,High school
1988,.i:  Inapplicable,Less than high school
1988,.i:  Inapplicable,Less than high school
1988,.i:  Inapplicable,High school
1988,8,High school
1988,.i:  Inapplicable,Less than high school
1988,.i:  Inapplicable,Less than high school
1988,.i:  Inapplicable,Less than high school
1988,37,Less than high school
1988,45,High school
